year	division	category	winner	award
2014	Arts & Entertainment	Actor	David F. Pack, Ph.D.	medal
2014	Arts & Entertainment	Carving	Brian K Baity	medal
2014	Arts & Entertainment	Children's Book	Grumpy Publications	medal
2014	Arts & Entertainment	Children's Performing Group	One Voice Children's Choir	medal
2014	Arts & Entertainment	Children's Theater	Utah Children's Theatre	medal
2014	Arts & Entertainment	Choral Group	Salt Lake Choral Artists	medal
2014	Arts & Entertainment	Choreographer	Lindsay Folkman	medal
2014	Arts & Entertainment	Community Arts	Utah Conservatory of Performing Arts	medal
2014	Arts & Entertainment	Community Music Program	Utah Youth Symphony Orchestra	medal
2014	Arts & Entertainment	Dance Group	Odyssey Dance Theatre	medal
2014	Arts & Entertainment	Digital Art	Rachel Ann Wadsworth	medal
2014	Arts & Entertainment	Documentary	Loki Mulholland	medal
2014	Arts & Entertainment	Drawing/Illustration	Darin Ashby	medal
2014	Arts & Entertainment	Fiction	H.B. Moore	medal
2014	Arts & Entertainment	Handicrafts	Crafty Wood Cutouts	medal
2014	Arts & Entertainment	Individual Instrumentalist	Suni Norman	medal
2014	Arts & Entertainment	Individual Vocalist	Lexi Walker	medal
2014	Arts & Entertainment	Instructional/Corporate Video	Issimo Productions	medal
2014	Arts & Entertainment	Instrumental Group	Caleb Chapman's Crescent Super Band	medal
2014	Arts & Entertainment	Journalism	Chris Redgrave	medal
2014	Arts & Entertainment	Orchestra	American Heritage Lyceum Philharmonic	medal
2014	Arts & Entertainment	Original Music Composition	Andrew Maxfield	medal
2014	Arts & Entertainment	Painting - Classical	Darin Ashby	medal
2014	Arts & Entertainment	Painting - Modern	Dennis Smith	medal
2014	Arts & Entertainment	Playwriting	Utah Children's Theatre	medal
2014	Arts & Entertainment	Poetry	Thal Dixon	medal
2014	Arts & Entertainment	Portrait Photography	Busath Photography	medal
2014	Arts & Entertainment	Publication	Mountain Express Magazine	medal
2014	Arts & Entertainment	Sculpture	Tod L Wadsworth	medal
2014	Arts & Entertainment	Short Movie	Issimo Productions	medal
2014	Arts & Entertainment	Specialty Act	Groove Merchants	medal
2014	Arts & Entertainment	Talent Representation	Green Light Booking	medal
2014	Arts & Entertainment	Theater Group/Director	Hale Centre Theatre	medal
2014	Arts & Entertainment	Vocal/Instrumental Band	Caleb Chapman's Crescent Super Band	medal
2014	Arts & Entertainment	Wedding Photography	Pepper Nix Photography	medal
2014	Arts & Entertainment	Youth Instrumental Group	Caleb Chapman's Little Big Band	medal
2014	Business Services	Accounting	Tanner LLC	medal
2014	Business Services	Advertising Agencies	Saxton Horne Communications	medal
2014	Business Services	Alternative Health Care	Community Nursing Services	medal
2014	Business Services	Architects	FFKR Architects	medal
2014	Business Services	Banking	Zions Bank	medal
2014	Business Services	Commercial Building Subcontractor	Mountain Crane Service	medal
2014	Business Services	Community Bank	Bank of American Fork	medal
2014	Business Services	Construction - Commercial	Jacobsen Construction Company, Inc.	medal
2014	Business Services	Construction - Heavy	Ralph L. Wadsworth Construction Company, LLC	medal
2014	Business Services	Corporate Wellness	Larry H. Miller Group of Companies	medal
2014	Business Services	Customer Servicing/Call Centers	Visa Inc.	medal
2014	Business Services	Data Services	The Cicero Group	medal
2014	Business Services	Employment/Talent Agencies	Utah Live Bands, LLC	medal
2014	Business Services	Environmental Impact	Rocky Mountain Recycling	medal
2014	Business Services	Farm Equipment & Supplies	Black Dirt Organics LLC	medal
2014	Business Services	Financial Services	Zions Bank	medal
2014	Business Services	Flood/Disaster Services	Anchor Water Damage & Restoration	medal
2014	Business Services	Food Services & Distributors	Nicholas and Company, Inc	medal
2014	Business Services	Freight/Logistics	England Logistics	medal
2014	Business Services	Graphic Design	RiSER	medal
2014	Business Services	Health Care Facilities	Ogden Clinic	medal
2014	Business Services	Insurance	EMI Health	medal
2014	Business Services	Investment Advisory Services	Paragon Wealth Management	medal
2014	Business Services	Language Services	Internexus Salt Lake City	medal
2014	Business Services	Legal Services	Fetzer Simonsen Booth & Jenkins, P.C.	medal
2014	Business Services	Miscellaneous Services	SecurityMetrics	medal
2014	Business Services	Mortgage Banking	Zions Bank	medal
2014	Business Services	Mortgage Broker	Axiom Financial	medal
